county,precinct,office,district,party,candidate,votes,vtd
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Ayers, Avery L",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Barnett, Andre",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Barr, Roseanne C",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Bush, Kent W",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Christensen, Will",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Duncan, Richard A",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Goode, Virgil",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Hoefling, Tom",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Knill, Dennis J",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Reed, Jill A.",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Rogers, Rick L",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Stein, Jill E",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Thorne, Kevin M",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,write - in,"Warner, Gerald L.",0,00008A
FORD,Dodge City Precinct 04,President / Vice President,,Democratic,"Obama, Barack",389,00008A
FORD,Dodge City Precinct 04,President / Vice President,,Libertarian,"Johnson, Gary",22,00008A
FORD,Dodge City Precinct 04,President / Vice President,,Reform,"Baldwin, Chuck",2,00008A
FORD,Dodge City Precinct 04,President / Vice President,,Republican,"Romney, Mitt",545,00008A
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Ayers, Avery L",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Barnett, Andre",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Barr, Roseanne C",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Bush, Kent W",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Christensen, Will",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Duncan, Richard A",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Goode, Virgil",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Hoefling, Tom",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Knill, Dennis J",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Reed, Jill A.",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Rogers, Rick L",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Stein, Jill E",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Thorne, Kevin M",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,write - in,"Warner, Gerald L.",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,Democratic,"Obama, Barack",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,Libertarian,"Johnson, Gary",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,Reform,"Baldwin, Chuck",0,00008B
FORD,Dodge City Excel #1,President / Vice President,,Republican,"Romney, Mitt",0,00008B
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Ayers, Avery L",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Barnett, Andre",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Barr, Roseanne C",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Bush, Kent W",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Christensen, Will",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Duncan, Richard A",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Goode, Virgil",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Hoefling, Tom",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Knill, Dennis J",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Reed, Jill A.",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Rogers, Rick L",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Stein, Jill E",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Thorne, Kevin M",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,write - in,"Warner, Gerald L.",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,Democratic,"Obama, Barack",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,Libertarian,"Johnson, Gary",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,Reform,"Baldwin, Chuck",0,00008C
FORD,Dodge City Excel #2,President / Vice President,,Republican,"Romney, Mitt",0,00008C
FORD,Dodge City Millard,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Ayers, Avery L",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Barnett, Andre",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Barr, Roseanne C",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Bush, Kent W",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Christensen, Will",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Duncan, Richard A",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Goode, Virgil",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Hoefling, Tom",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Knill, Dennis J",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Reed, Jill A.",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Rogers, Rick L",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Stein, Jill E",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Thorne, Kevin M",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00008D
FORD,Dodge City Millard,President / Vice President,,write - in,"Warner, Gerald L.",0,00008D
FORD,Dodge City Millard,President / Vice President,,Democratic,"Obama, Barack",0,00008D
FORD,Dodge City Millard,President / Vice President,,Libertarian,"Johnson, Gary",0,00008D
FORD,Dodge City Millard,President / Vice President,,Reform,"Baldwin, Chuck",0,00008D
FORD,Dodge City Millard,President / Vice President,,Republican,"Romney, Mitt",0,00008D
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Ayers, Avery L",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Barnett, Andre",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Barr, Roseanne C",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Bush, Kent W",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Christensen, Will",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Duncan, Richard A",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Goode, Virgil",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Hoefling, Tom",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Knill, Dennis J",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Reed, Jill A.",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Rogers, Rick L",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Stein, Jill E",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Thorne, Kevin M",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,90
FORD,Dodge City Precinct 05,President / Vice President,,write - in,"Warner, Gerald L.",0,90
FORD,Dodge City Precinct 05,President / Vice President,,Democratic,"Obama, Barack",485,90
FORD,Dodge City Precinct 05,President / Vice President,,Libertarian,"Johnson, Gary",16,90
FORD,Dodge City Precinct 05,President / Vice President,,Reform,"Baldwin, Chuck",10,90
FORD,Dodge City Precinct 05,President / Vice President,,Republican,"Romney, Mitt",1013,90
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Ayers, Avery L",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Barnett, Andre",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Barr, Roseanne C",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Bush, Kent W",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Christensen, Will",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Duncan, Richard A",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Goode, Virgil",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Hoefling, Tom",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Knill, Dennis J",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Reed, Jill A.",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Rogers, Rick L",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Stein, Jill E",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Thorne, Kevin M",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,100
FORD,Dodge City Precinct 06,President / Vice President,,write - in,"Warner, Gerald L.",0,100
FORD,Dodge City Precinct 06,President / Vice President,,Democratic,"Obama, Barack",508,100
FORD,Dodge City Precinct 06,President / Vice President,,Libertarian,"Johnson, Gary",11,100
FORD,Dodge City Precinct 06,President / Vice President,,Reform,"Baldwin, Chuck",8,100
FORD,Dodge City Precinct 06,President / Vice President,,Republican,"Romney, Mitt",1266,100
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Ayers, Avery L",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Barnett, Andre",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Barr, Roseanne C",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Bush, Kent W",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Christensen, Will",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Duncan, Richard A",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Goode, Virgil",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Hoefling, Tom",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Knill, Dennis J",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Reed, Jill A.",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Rogers, Rick L",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Stein, Jill E",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Thorne, Kevin M",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,200
FORD,Dodge Township Ward 3,President / Vice President,,write - in,"Warner, Gerald L.",0,200
FORD,Dodge Township Ward 3,President / Vice President,,Democratic,"Obama, Barack",8,200
FORD,Dodge Township Ward 3,President / Vice President,,Libertarian,"Johnson, Gary",0,200
FORD,Dodge Township Ward 3,President / Vice President,,Reform,"Baldwin, Chuck",0,200
FORD,Dodge Township Ward 3,President / Vice President,,Republican,"Romney, Mitt",27,200
FORD,Fairview Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Ayers, Avery L",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Barnett, Andre",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Barr, Roseanne C",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Bush, Kent W",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Christensen, Will",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Duncan, Richard A",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Goode, Virgil",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Hoefling, Tom",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Knill, Dennis J",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Reed, Jill A.",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Rogers, Rick L",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Stein, Jill E",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Thorne, Kevin M",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,220
FORD,Fairview Township,President / Vice President,,write - in,"Warner, Gerald L.",0,220
FORD,Fairview Township,President / Vice President,,Democratic,"Obama, Barack",22,220
FORD,Fairview Township,President / Vice President,,Libertarian,"Johnson, Gary",0,220
FORD,Fairview Township,President / Vice President,,Reform,"Baldwin, Chuck",0,220
FORD,Fairview Township,President / Vice President,,Republican,"Romney, Mitt",106,220
FORD,Ford City,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,230
FORD,Ford City,President / Vice President,,write - in,"Ayers, Avery L",0,230
FORD,Ford City,President / Vice President,,write - in,"Barnett, Andre",0,230
FORD,Ford City,President / Vice President,,write - in,"Barr, Roseanne C",0,230
FORD,Ford City,President / Vice President,,write - in,"Bush, Kent W",0,230
FORD,Ford City,President / Vice President,,write - in,"Christensen, Will",0,230
FORD,Ford City,President / Vice President,,write - in,"Duncan, Richard A",0,230
FORD,Ford City,President / Vice President,,write - in,"Goode, Virgil",0,230
FORD,Ford City,President / Vice President,,write - in,"Hoefling, Tom",0,230
FORD,Ford City,President / Vice President,,write - in,"Knill, Dennis J",0,230
FORD,Ford City,President / Vice President,,write - in,"Reed, Jill A.",0,230
FORD,Ford City,President / Vice President,,write - in,"Rogers, Rick L",0,230
FORD,Ford City,President / Vice President,,write - in,"Stein, Jill E",0,230
FORD,Ford City,President / Vice President,,write - in,"Thorne, Kevin M",0,230
FORD,Ford City,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,230
FORD,Ford City,President / Vice President,,write - in,"Warner, Gerald L.",0,230
FORD,Ford City,President / Vice President,,Democratic,"Obama, Barack",12,230
FORD,Ford City,President / Vice President,,Libertarian,"Johnson, Gary",1,230
FORD,Ford City,President / Vice President,,Reform,"Baldwin, Chuck",0,230
FORD,Ford City,President / Vice President,,Republican,"Romney, Mitt",81,230
FORD,Ford Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,240
FORD,Ford Township,President / Vice President,,write - in,"Ayers, Avery L",0,240
FORD,Ford Township,President / Vice President,,write - in,"Barnett, Andre",0,240
FORD,Ford Township,President / Vice President,,write - in,"Barr, Roseanne C",0,240
FORD,Ford Township,President / Vice President,,write - in,"Bush, Kent W",0,240
FORD,Ford Township,President / Vice President,,write - in,"Christensen, Will",0,240
FORD,Ford Township,President / Vice President,,write - in,"Duncan, Richard A",0,240
FORD,Ford Township,President / Vice President,,write - in,"Goode, Virgil",0,240
FORD,Ford Township,President / Vice President,,write - in,"Hoefling, Tom",0,240
FORD,Ford Township,President / Vice President,,write - in,"Knill, Dennis J",0,240
FORD,Ford Township,President / Vice President,,write - in,"Reed, Jill A.",0,240
FORD,Ford Township,President / Vice President,,write - in,"Rogers, Rick L",0,240
FORD,Ford Township,President / Vice President,,write - in,"Stein, Jill E",0,240
FORD,Ford Township,President / Vice President,,write - in,"Thorne, Kevin M",0,240
FORD,Ford Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,240
FORD,Ford Township,President / Vice President,,write - in,"Warner, Gerald L.",0,240
FORD,Ford Township,President / Vice President,,Democratic,"Obama, Barack",7,240
FORD,Ford Township,President / Vice President,,Libertarian,"Johnson, Gary",1,240
FORD,Ford Township,President / Vice President,,Reform,"Baldwin, Chuck",1,240
FORD,Ford Township,President / Vice President,,Republican,"Romney, Mitt",69,240
FORD,Richland Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,260
FORD,Richland Township,President / Vice President,,write - in,"Ayers, Avery L",0,260
FORD,Richland Township,President / Vice President,,write - in,"Barnett, Andre",0,260
FORD,Richland Township,President / Vice President,,write - in,"Barr, Roseanne C",0,260
FORD,Richland Township,President / Vice President,,write - in,"Bush, Kent W",0,260
FORD,Richland Township,President / Vice President,,write - in,"Christensen, Will",0,260
FORD,Richland Township,President / Vice President,,write - in,"Duncan, Richard A",0,260
FORD,Richland Township,President / Vice President,,write - in,"Goode, Virgil",0,260
FORD,Richland Township,President / Vice President,,write - in,"Hoefling, Tom",0,260
FORD,Richland Township,President / Vice President,,write - in,"Knill, Dennis J",0,260
FORD,Richland Township,President / Vice President,,write - in,"Reed, Jill A.",0,260
FORD,Richland Township,President / Vice President,,write - in,"Rogers, Rick L",0,260
FORD,Richland Township,President / Vice President,,write - in,"Stein, Jill E",0,260
FORD,Richland Township,President / Vice President,,write - in,"Thorne, Kevin M",0,260
FORD,Richland Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,260
FORD,Richland Township,President / Vice President,,write - in,"Warner, Gerald L.",0,260
FORD,Richland Township,President / Vice President,,Democratic,"Obama, Barack",54,260
FORD,Richland Township,President / Vice President,,Libertarian,"Johnson, Gary",1,260
FORD,Richland Township,President / Vice President,,Reform,"Baldwin, Chuck",2,260
FORD,Richland Township,President / Vice President,,Republican,"Romney, Mitt",152,260
FORD,Royal Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,270
FORD,Royal Township,President / Vice President,,write - in,"Ayers, Avery L",0,270
FORD,Royal Township,President / Vice President,,write - in,"Barnett, Andre",0,270
FORD,Royal Township,President / Vice President,,write - in,"Barr, Roseanne C",0,270
FORD,Royal Township,President / Vice President,,write - in,"Bush, Kent W",0,270
FORD,Royal Township,President / Vice President,,write - in,"Christensen, Will",0,270
FORD,Royal Township,President / Vice President,,write - in,"Duncan, Richard A",0,270
FORD,Royal Township,President / Vice President,,write - in,"Goode, Virgil",0,270
FORD,Royal Township,President / Vice President,,write - in,"Hoefling, Tom",0,270
FORD,Royal Township,President / Vice President,,write - in,"Knill, Dennis J",0,270
FORD,Royal Township,President / Vice President,,write - in,"Reed, Jill A.",0,270
FORD,Royal Township,President / Vice President,,write - in,"Rogers, Rick L",0,270
FORD,Royal Township,President / Vice President,,write - in,"Stein, Jill E",0,270
FORD,Royal Township,President / Vice President,,write - in,"Thorne, Kevin M",0,270
FORD,Royal Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,270
FORD,Royal Township,President / Vice President,,write - in,"Warner, Gerald L.",0,270
FORD,Royal Township,President / Vice President,,Democratic,"Obama, Barack",24,270
FORD,Royal Township,President / Vice President,,Libertarian,"Johnson, Gary",1,270
FORD,Royal Township,President / Vice President,,Reform,"Baldwin, Chuck",0,270
FORD,Royal Township,President / Vice President,,Republican,"Romney, Mitt",97,270
FORD,Sodville Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Ayers, Avery L",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Barnett, Andre",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Barr, Roseanne C",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Bush, Kent W",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Christensen, Will",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Duncan, Richard A",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Goode, Virgil",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Hoefling, Tom",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Knill, Dennis J",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Reed, Jill A.",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Rogers, Rick L",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Stein, Jill E",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Thorne, Kevin M",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,280
FORD,Sodville Township,President / Vice President,,write - in,"Warner, Gerald L.",0,280
FORD,Sodville Township,President / Vice President,,Democratic,"Obama, Barack",4,280
FORD,Sodville Township,President / Vice President,,Libertarian,"Johnson, Gary",2,280
FORD,Sodville Township,President / Vice President,,Reform,"Baldwin, Chuck",0,280
FORD,Sodville Township,President / Vice President,,Republican,"Romney, Mitt",40,280
FORD,Spearville City,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,300
FORD,Spearville City,President / Vice President,,write - in,"Ayers, Avery L",0,300
FORD,Spearville City,President / Vice President,,write - in,"Barnett, Andre",0,300
FORD,Spearville City,President / Vice President,,write - in,"Barr, Roseanne C",0,300
FORD,Spearville City,President / Vice President,,write - in,"Bush, Kent W",0,300
FORD,Spearville City,President / Vice President,,write - in,"Christensen, Will",0,300
FORD,Spearville City,President / Vice President,,write - in,"Duncan, Richard A",0,300
FORD,Spearville City,President / Vice President,,write - in,"Goode, Virgil",0,300
FORD,Spearville City,President / Vice President,,write - in,"Hoefling, Tom",0,300
FORD,Spearville City,President / Vice President,,write - in,"Knill, Dennis J",0,300
FORD,Spearville City,President / Vice President,,write - in,"Reed, Jill A.",0,300
FORD,Spearville City,President / Vice President,,write - in,"Rogers, Rick L",0,300
FORD,Spearville City,President / Vice President,,write - in,"Stein, Jill E",0,300
FORD,Spearville City,President / Vice President,,write - in,"Thorne, Kevin M",0,300
FORD,Spearville City,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,300
FORD,Spearville City,President / Vice President,,write - in,"Warner, Gerald L.",0,300
FORD,Spearville City,President / Vice President,,Democratic,"Obama, Barack",79,300
FORD,Spearville City,President / Vice President,,Libertarian,"Johnson, Gary",9,300
FORD,Spearville City,President / Vice President,,Reform,"Baldwin, Chuck",1,300
FORD,Spearville City,President / Vice President,,Republican,"Romney, Mitt",281,300
FORD,Spearville Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Ayers, Avery L",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Barnett, Andre",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Barr, Roseanne C",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Bush, Kent W",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Christensen, Will",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Duncan, Richard A",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Goode, Virgil",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Hoefling, Tom",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Knill, Dennis J",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Reed, Jill A.",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Rogers, Rick L",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Stein, Jill E",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Thorne, Kevin M",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,310
FORD,Spearville Township,President / Vice President,,write - in,"Warner, Gerald L.",0,310
FORD,Spearville Township,President / Vice President,,Democratic,"Obama, Barack",16,310
FORD,Spearville Township,President / Vice President,,Libertarian,"Johnson, Gary",2,310
FORD,Spearville Township,President / Vice President,,Reform,"Baldwin, Chuck",1,310
FORD,Spearville Township,President / Vice President,,Republican,"Romney, Mitt",165,310
FORD,Wheatland Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Ayers, Avery L",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Barnett, Andre",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Barr, Roseanne C",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Bush, Kent W",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Christensen, Will",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Duncan, Richard A",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Goode, Virgil",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Hoefling, Tom",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Knill, Dennis J",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Reed, Jill A.",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Rogers, Rick L",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Stein, Jill E",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Thorne, Kevin M",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,320
FORD,Wheatland Township,President / Vice President,,write - in,"Warner, Gerald L.",0,320
FORD,Wheatland Township,President / Vice President,,Democratic,"Obama, Barack",13,320
FORD,Wheatland Township,President / Vice President,,Libertarian,"Johnson, Gary",0,320
FORD,Wheatland Township,President / Vice President,,Reform,"Baldwin, Chuck",0,320
FORD,Wheatland Township,President / Vice President,,Republican,"Romney, Mitt",63,320
FORD,Wilburn Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Ayers, Avery L",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Barnett, Andre",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Barr, Roseanne C",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Bush, Kent W",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Christensen, Will",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Duncan, Richard A",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Goode, Virgil",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Hoefling, Tom",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Knill, Dennis J",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Reed, Jill A.",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Rogers, Rick L",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Stein, Jill E",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Thorne, Kevin M",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,330
FORD,Wilburn Township,President / Vice President,,write - in,"Warner, Gerald L.",0,330
FORD,Wilburn Township,President / Vice President,,Democratic,"Obama, Barack",7,330
FORD,Wilburn Township,President / Vice President,,Libertarian,"Johnson, Gary",0,330
FORD,Wilburn Township,President / Vice President,,Reform,"Baldwin, Chuck",0,330
FORD,Wilburn Township,President / Vice President,,Republican,"Romney, Mitt",29,330
FORD,Dodge Township H115,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Ayers, Avery L",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Barnett, Andre",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Barr, Roseanne C",0,120020
