cbg_d,cbg_o,number
550870122002,550870121004,123
550870122002,550150203062,101
550870122002,550870120002,94
550870122002,550150203063,82
550870122002,550870133002,76
550870122002,550150203061,73
550870122002,550870121003,73
550870122002,550870124001,68
550870122002,550870121005,67
550870122002,550870121001,64
550870122002,550870120001,61
550870122002,550150207001,59
550870122002,550870121002,55
550870122002,550870119002,50
551332043021,550551017022,187
551332043021,551332042002,156
551332043021,551332042005,131
551332043021,551332043011,124
551332043021,551332043012,95
551332043021,551332045022,94
551332043021,551332041004,91
551332043021,550551017021,86
551332043021,550551008003,81
551332043021,550279615003,80
551332043021,551332045025,80
551332043021,551332037032,77
551332043021,551332041003,73
551332043021,551332043014,68
551332043021,551332037031,68
551332043021,551332040033,68
551332043021,551332040032,63
551332043021,551332042004,59
551332043021,551332041001,58
551332043021,551332043023,57
551332043021,551332043022,56
551332043021,551332042001,55
551332043021,551332044002,53
551332043021,551332034052,52
551332043021,551332038031,50
551332043021,551332045021,50
550730016001,550730011021,79
550730016001,550730011022,60
550791705002,550791707002,80
550870113002,550870125051,51
550250125012,550250125022,210
550250125012,550250125011,162
550250125012,550250125023,140
550250125012,550250124002,120
550250125012,550250124001,118
550250125012,551050029004,107
550250125012,550250122024,80
550250125012,551050012023,76
550250125012,550250122021,74
550250125012,551050029001,69
550250125012,550250123001,61
550250125012,550250125014,57
550250125012,551050013041,55
550250125012,550459601001,55
550250125012,550250125015,52
550250125012,551050029005,52
550250125012,550250137001,51
550390403004,550390411004,135
550390403004,550390420004,105
550390403004,550390411003,97
550390403004,550390403001,96
550390403004,550390411001,83
550390403004,550390413001,73
550390403004,550390420005,71
550390403004,550390414002,61
550390403004,550390420003,57
550390403004,550390413005,55
550390403004,550390411002,52
550390403004,550390413002,51
551010024013,551010024021,60
551010024013,551010024012,55
551010024013,551010024011,54
551010024013,551010026004,51
551270004001,550551016001,86
551270004001,551270005011,76
551270004001,551270004002,76
551270004001,551270005021,59
551270015011,551270015012,86
551270015011,551270015013,55
551332033032,551332034052,185
551332033032,551332033041,92
551332033032,551332034051,85
551332033032,551332036024,82
551332033032,551332036023,79
551332033032,551332043011,79
551332033032,551332035003,77
551332033032,551332037043,74
551332033032,551332032001,74
551332033032,550551017022,74
551332033032,551332036011,72
551332033032,551332033052,71
551332033032,551332033042,69
551332033032,551332042002,68
551332033032,551332034063,67
551332033032,551332036022,67
551332033032,551332037031,67
551332033032,551332035004,66
551332033032,551332045022,65
551332033032,551332036021,63
551332033032,551332037032,60
551332033032,551332045025,57
551332033032,551332033031,56
551332033032,551332033033,56
550790201002,550790203002,55
550790201002,550790200002,54
550896501013,550896503004,133
550896501013,550896502001,126
550896501013,550896503001,104
550896501013,550896402002,84
550896501013,550896402001,81
550896501013,551314501032,80
550896501013,550896501011,73
550896501013,550896402004,73
550896501013,550896501022,68
550896501013,550896503003,57
550896501013,550896602022,57
550896501013,550896401002,55
550896501013,550896501014,55
550896501013,550896401005,54
550896501013,551314501042,50
551314204021,551314201061,129
551314204021,551314501032,109
551314204021,551314301001,107
551314204021,551314001043,87
551314204021,551314202004,86
551314204021,551314201041,81
551314204021,551314301003,81
551314204021,551314001021,80
551314204021,551314501042,74
551314204021,551314201052,67
551314204021,551314001041,65
551314204021,551314001042,64
551314204021,551314001033,64
551314204021,551314201034,61
551314204021,551314201042,59
551314204021,551314201051,58
551314204021,551314204012,54
551314204021,551314201062,54
551314204021,551314201043,50
551314204021,551314203003,50
551314204021,551314501051,50
551314204021,551314501041,50
551314401062,551314601013,103
551314401062,551314401061,102
551314401062,551314401043,79
551314401062,551314401031,69
551314401062,551314401032,56
551314401062,551332035001,54
551314401062,551314401041,54
551314401062,550279615003,50
551332012011,551332034052,192
551332012011,551332021012,159
551332012011,551332033042,147
551332012011,551332033052,125
551332012011,551332033041,116
551332012011,550551017022,113
551332012011,551332037032,107
551332012011,551332034031,103
551332012011,551332034051,100
551332012011,551332038031,98
551332012011,551332042002,95
551332012011,551332031026,95
551332012011,551332034064,94
551332012011,551314601013,94
551332012011,551332043011,92
551332012011,551332012023,88
551332012011,551332042005,88
551332012011,551332015042,87
551332012011,551332037031,87
551332012011,551332037043,86
551332012011,551332008012,86
551332012011,551332041004,83
551332012011,551332012021,82
551332012011,551314702041,81
551332012011,551332035003,80
551332012011,551332034063,79
551332012011,550791603001,75
551332012011,551332034033,74
551332012011,550250112002,73
551332012011,551332023013,71
551332012011,551332036024,71
551332012011,551332033063,70
551332012011,551332045022,70
551332012011,551332032001,68
551332012011,551332024003,67
551332012011,551332045025,67
551332012011,551332008011,66
551332012011,551332005001,66
551332012011,551332015041,65
551332012011,551332038042,65
551332012011,551332004001,65
551332012011,551332032003,64
551332012011,551332021023,64
551332012011,551332037041,63
551332012011,551332008031,63
551332012011,551332038032,62
551332012011,551332022024,62
551332012011,550250114023,62
551332012011,551332017042,62
551332012011,551332031015,62
551332012011,551332017034,61
551332012011,551332033031,61
551332012011,550250109011,60
551332012011,551332034032,60
551332012011,551332035004,60
551332012011,551332034041,60
551332012011,551332033062,60
551332012011,551332026002,60
551332012011,551332034042,59
551332012011,551332015061,59
551332012011,551332019002,59
551332012011,551332040033,59
551332012011,551332038045,59
551332012011,551332036021,59
551332012011,550896602022,58
551332012011,551332043021,58
551332012011,551332033033,58
551332012011,551332041003,57
551332012011,551332038041,57
551332012011,551332040042,57
551332012011,551332008013,57
551332012011,550551017021,57
551332012011,551332012032,57
551332012011,551332036011,57
551332012011,551332021031,57
551332012011,550790074001,57
551332012011,551332012022,56
551332012011,551332036023,56
551332012011,551332034024,56
551332012011,551332005002,55
551332012011,551332016003,55
551332012011,551332039011,55
551332012011,550551007001,55
551332012011,551332003004,55
551332012011,551332036022,55
551332012011,551332034065,54
551332012011,551332031014,54
551332012011,550279615003,53
551332012011,550250120013,53
551332012011,551332005003,53
551332012011,551332045021,53
551332012011,551332043012,53
551332012011,551332031011,52
551332012011,551332035005,51
551332012011,551332008042,50
551332012011,551332040032,50
551332012011,551332008014,50
550759610001,550759608001,52
550870102003,550870125051,98
550870102003,550870111022,63
550870102003,550870115023,60
550870102003,550870125032,59
550870102003,550870125042,58
550870102003,550870133002,57
550870102003,550870125031,54
550919502002,550919502003,54
550896301001,550896302021,95
550896301001,550896302022,85
550896301001,550896402001,81
550896301001,550896201003,73
550896301001,550896302013,72
550896301001,550896302011,64
550896301001,550896201001,59
550896301001,550896101021,58
551050033001,172010040014,62
551050033001,551050033002,60
551050033001,551050033003,59
551050033001,551270006004,51
551170107001,551170107002,179
551170107001,551170003002,107
551170107001,551170002021,102
551170107001,551170102001,91
551170107001,551170004001,81
551170107001,551170002022,80
551170107001,551170113003,78
551170107001,551170008003,75
551170107001,551170106021,75
551170107001,551170107003,70
551170107001,550710106002,64
551170107001,551170108002,63
551170107001,551170003001,62
551170107001,551170003003,60
551170107001,551170011001,60
551170107001,550099400013,59
551170107001,550090207021,59
551170107001,551170106011,58
551170107001,551170001001,58
551170107001,551170010003,57
551170107001,551170102002,56
551170107001,551170010001,54
551170107001,551170001002,54
551170107001,551170009003,52
551170107001,551170010004,52
551170107001,551170009001,50
551390015001,551390019002,71
551390015001,551390018011,61
551390015001,551390007003,59
551390015001,551390018031,54
551390015001,551390005003,52
550250005032,550250108005,114
550250005032,550250005043,88
550250005032,550250005033,81
550250005032,550250107021,72
550250005032,550250137001,65
550250005032,550250005042,53
550219706003,550779604003,65
550219706003,550219702003,56
550219706003,550779603003,55
550630101014,550819503001,109
550630101014,550630005002,100
550630101014,550819509003,73
550630101014,550630104012,72
550630101014,550630106001,70
550630101014,550630102011,65
550630101014,550630102022,62
550630101014,550630101013,62
550630101014,550630102021,61
550630101014,550630101022,58
550630101014,550819502001,53
550630101014,550819505001,51
550630102013,550630102021,180
550630102013,550630102011,137
550630102013,550630102022,126
550630102013,551211007001,94
550630102013,550630102012,71
550630102013,550630101011,59
550630102013,550630104012,56
550630102013,550630102014,50
550790197003,550790195002,64
550790197003,550790197004,59
550790197003,550790197002,53
551332045023,550551017022,128
551332045023,551332043011,112
551332045023,551332042002,106
551332045023,551332045022,98
551332045023,551332034052,90
551332045023,551332042005,74
551332045023,551332045025,69
551332045023,551332037031,66
551332045023,550551017021,66
551332045023,551332043012,66
551332045023,551332045021,63
551332045023,551332037032,63
551332045023,550279615003,62
551332045023,551332043021,60
551332045023,551332043014,52
550350003023,550350016003,143
550350003023,550350015001,122
550350003023,550350008021,116
550350003023,550350008032,105
550350003023,550350003021,101
550350003023,550350013001,85
550350003023,550350009003,83
550350003023,550350017001,82
550350003023,550350003022,81
550350003023,550350008022,81
550350003023,550339704001,70
550350003023,550339708002,64
550350003023,550170107003,60
550350003023,550350003012,58
550350003023,550339704002,58
550350003023,550339707001,54
550350003023,550350016001,54
550350003023,551211002002,53
550350003023,271630710181,53
550350003023,550350004001,53
550350003023,550170102002,51
550350003023,550339705001,50
550790017001,550790016001,62
550896602011,550896503004,135
550896602011,550896502001,133
550896602011,550896602022,116
550896602011,551314702041,114
550896602011,551314501042,91
550896602011,550896501013,82
550896602011,550896503001,80
550896602011,550896603041,75
550896602011,551314501032,75
550896602011,550896603013,75
550896602011,550896603011,73
550896602011,550896602012,71
550896602011,550896602021,66
550896602011,550896602023,66
550896602011,550896503003,62
550896602011,550896601002,60
550896602011,550896501022,58
550896602011,550896402002,50
550551016001,551270005011,242
550551016001,551270005021,111
550551016001,551270004002,60
550551016001,551270005012,59
550551016001,551270005023,51
550590027002,550590027001,139
550590027002,550590029062,121
550590027002,550590026021,92
550590027002,170978608101,92
550590027002,550590029053,92
550590027002,550590029044,85
550590027002,550590029031,81
550590027002,550590029061,77
550590027002,170978608061,73
550590027002,550590030022,73
550590027002,550590026012,69
550590027002,170978608062,68
550590027002,550590029042,68
550590027002,550590029041,66
550590027002,550590028001,63
550590027002,550590028004,63
550590027002,550590030012,60
550590027002,171118701022,60
550590027002,550590027003,54
550590027002,550590026011,52
550590027002,551270016023,52
550791803001,550791603001,97
550791803001,550791603004,78
550791803001,550791601002,78
550791803001,550791704002,72
550791803001,550791803002,67
550791803001,550791805002,64
550791803001,550791702002,63
550791803001,550791602022,60
550791803001,550791701001,50
551332031023,551332022024,70
551332031023,551332021012,69
551270016023,551270017024,104
551270016023,551270017013,97
551270016023,551270015012,91
551270016023,550590030012,86
551270016023,551270017011,80
551270016023,551270010003,75
551270016023,551270017023,72
551270016023,551270016031,67
551270016023,550590028004,65
551270016023,551270002003,65
551270016023,551270016043,62
551270016023,551270016024,59
551270016023,551270010004,58
551270016023,551270009011,58
551270016023,550590030022,57
551270016023,551270015022,55
551270016023,551270015011,54
551270016023,551270016044,52
551270016023,171118701014,52
551270016023,551270016021,52
551270016023,171118701022,51
551270016023,551270017014,51
551270016023,551270017015,50
550791205013,550791501004,103
550791205013,550791402024,83
550791205013,550791603001,79
550791205013,550791402023,67
550791205013,550790216002,63
550791205013,550790217003,62
550791205013,550791603004,61
550791205013,550791873003,61
550791205013,550791205023,55
550791205013,550790217002,54
550791205013,550791501001,54
550791205013,550790216001,53
550791205013,550790218001,51
550791205013,550791501003,51
551270007021,551270007013,50
550350012003,550350011011,69
550350012003,550350012006,61
550350012003,550350017001,60
550590023001,550590026022,87
550590023001,550590026012,80
550590023001,550590024003,71
550590023001,550590026021,69
550590023001,550590025001,69
550590023001,550590020003,56
550590023001,550590023005,51
550590023001,550590026024,51
550590023001,550590022003,50
550250014031,550250137001,114
550250014031,550250108005,101
550250014031,550250125022,100
550250014031,550250014032,90
550250014031,550250108001,89
550250014031,550250014033,87
550250014031,550250107023,79
550250014031,550250107021,68
550250014031,550250128004,65
550250014031,550250107011,65
550250014031,550250107013,54
550250014031,550250014023,53
550250014031,550250125023,51
550250014031,550250108002,51
550250014031,550250006002,50
550250133021,550250133022,144
550250133021,550250133012,107
550250133021,550250133023,86
550250133021,550250132004,64
550250133021,550250132005,61
550250133021,550250132002,60
550250133021,550250132003,50
550291005002,550291001002,79
550291005002,550291004001,50
550630009002,550630005002,115
550630009002,550630107001,101
550630009002,550630102021,87
550630009002,550630011021,85
550630009002,550630102011,78
550630009002,550630106001,77
550630009002,270550201003,75
550630009002,550630104012,72
550630009002,550630004005,59
550630009002,550630103002,57
550630009002,550630102012,55
550630009002,550630107002,52
550630009002,550630011022,51
550630009002,550630102022,50
550630009002,550630012004,50
550730006024,550730011021,86
550730006024,550730013004,69
550730006024,550730012011,65
550730006024,550730006022,57
550730006024,550730014001,57
550730006024,550730007001,54
550730006024,550730003001,50
551390018032,551390018011,143
551390018032,551390022012,141
551390018032,551390018031,138
551390018032,551390018041,135
551390018032,551390018043,117
551390018032,550150207001,111
551390018032,551390007003,109
551390018032,551390009001,107
551390018032,551390020002,107
551390018032,550099400013,100
551390018032,551390007002,97
551390018032,551390023002,87
551390018032,551390024005,81
551390018032,551390037023,80
551390018032,551390016001,80
551390018032,551390036002,79
551390018032,551390023001,78
551390018032,551390003002,78
551390018032,551390019002,77
551390018032,550150203081,76
551390018032,551390019001,75
551390018032,551390022013,74
551390018032,551390022022,73
551390018032,550870133001,72
551390018032,550870133002,72
551390018032,551390018042,71
551390018032,550390411004,71
551390018032,551390021002,71
551390018032,550390420004,70
551390018032,550150203062,70
551390018032,551390018012,70
551390018032,550870126012,68
551390018032,550870125051,67
551390018032,551390018033,67
551390018032,550870125042,66
551390018032,550870126014,66
551390018032,551390005003,66
551390018032,551390013003,65
551390018032,551390020003,64
551390018032,551390021001,63
551390018032,551390024001,63
551390018032,551390018013,61
551390018032,550390411003,60
551390018032,550870125031,59
551390018032,551390023003,59
551390018032,551390019003,59
551390018032,551390008001,59
551390018032,551390009002,58
551390018032,550870120002,56
551390018032,551390020005,56
551390018032,551390010002,55
551390018032,551390014003,55
551390018032,550090102012,54
551390018032,551390011001,54
551390018032,551390017001,54
551390018032,550870125032,54
551390018032,551390008002,53
551390018032,551351008003,53
551390018032,551390012002,53
551390018032,551390037024,52
551390018032,551390022011,51
551390018032,550090205041,51
551390018032,550090207021,50
550219704001,550219706002,107
550219704001,550219706003,88
550219704001,550219702003,81
550219704001,550219705003,77
550219704001,550219705002,75
550219704001,550219703002,75
550219704001,550219704005,74
550219704001,550779604003,74
550219704001,550219702002,67
550219704001,550779603003,67
550219704001,550219704002,66
550219704001,550219702004,65
550219704001,550779605001,63
550219704001,550779605002,62
550219704001,550219704003,54
550219704001,550219705001,52
550219704001,550219707002,50
550250021004,550250114023,164
550250021004,550250115031,143
550250021004,550250112002,137
550250021004,550250120013,119
550250021004,550250018042,95
550250021004,550250016031,94
550250021004,550250113011,93
550250021004,550250115032,92
550250021004,550250011022,72
550250021004,550250023011,72
550250021004,550250114012,71
550250021004,550250024021,70
550250021004,550250026031,70
550250021004,550250016064,69
550250021004,550250112003,68
550250021004,550250026032,67
550250021004,550250011011,67
550250021004,550250133022,65
550250021004,550250133012,64
550250021004,550250115061,59
550250021004,550250116002,59
550250021004,550250102001,57
550250021004,550250109011,56
550250021004,550250132005,56
550250021004,550250018041,55
550250021004,550250132004,52
550250021004,550250114011,52
550250021004,550250018022,52
550250021004,550250016043,52
550250021004,550250012004,51
550250021004,550250014033,50
550250021004,550250120011,50
550250116003,550250114023,234
550250116003,550250115031,225
550250116003,550250115032,190
550250116003,550250116002,177
550250116003,550250120013,112
550250116003,550250117002,111
550250116003,550250118001,109
550250116003,550250117001,97
550250116003,550250115062,87
550250116003,550250115041,84
550250116003,550250115053,73
550250116003,550250120011,72
550250116003,550250115042,71
550250116003,550250118002,69
550250116003,550250115061,69
550250116003,550250115052,58
550250116003,550250116001,57
550250116003,550250114021,52
550250116003,550250115051,51
550390413003,550390413001,64
550390413003,550390413002,62
550390413003,550390413005,57
550390413003,550390413004,54
550390417004,550390417002,82
550390417004,550390418004,54
551010006005,551010006006,57
551332020011,551332021012,152
551332020011,551332039011,121
551332020011,551010028004,106
551332020011,551332038024,101
551332020011,551332020013,91
551332020011,551332038031,87
551332020011,551332038023,86
551332020011,551332023013,76
551332020011,551270001013,74
551332020011,551010028002,71
551332020011,551010028003,71
551332020011,551270001021,70
551332020011,551332021023,68
551332020011,551332040023,68
551332020011,551332040022,67
551332020011,551332020012,67
551332020011,551332016003,67
551332020011,551332039023,66
551332020011,551332039012,66
551332020011,551270002003,65
551332020011,551332039022,65
551332020011,551332017042,64
551332020011,551270005011,59
551332020011,551332020021,59
551332020011,551010027012,59
551332020011,551332017013,58
551332020011,551010027011,57
551332020011,551332015042,55
551332020011,551332038045,54
551332020011,551270001011,53
551332020011,551332021032,53
551332020011,551332021024,52
551332020011,551010020011,51
551332020011,551332020022,51
551332020011,550551016001,50
551332020011,551332017034,50
550050005001,550050005002,84
550050005001,550050008002,50
550459604003,550459604004,64
550459604003,550459603001,61
550459604003,550459607001,54
550896402005,550896501013,108
550896402005,550896402002,96
550896402005,550896503004,96
550896402005,550896503001,84
550896402005,550896502001,79
550896402005,550896402001,76
550896402005,550896402004,73
550896402005,550896602022,64
550896402005,551314501032,61
550896402005,550896401005,59
550896402005,550896501022,52
551010009042,551010009044,57
551010009042,551010009043,51
551010009042,551010009034,50
550250030011,550250114023,107
550250030011,550250115031,99
550250030011,550250115032,70
550250030011,550250114012,65
550250030011,550250120013,65
550250030011,550250125022,58
550250030011,550250105024,53
550790067001,550896602022,89
550790067001,550896603041,84
550790067001,550896502001,69
550790067001,550896603013,57
550790067001,550896402002,55
550790067001,550790301003,53
550790067001,550790601022,52
550790067001,550896501013,51
550790067001,550896503004,50
550896101012,550896101013,86
550896101012,550896201001,57
550896101012,551170112003,50
550979606004,550979606003,81
550979606004,550979607012,80
550979606004,550979605004,74
550979606004,550979606001,71
550979606004,550979607021,67
550979606004,550979604005,63
550979606004,550979611001,62
550979606004,550979613001,55
550979606004,551351005001,54
550090006002,550090007004,58
550279607003,550279604002,129
550279607003,550279608004,91
550279607003,550279606002,86
550279607003,550279609002,85
550279607003,550279607001,80
550279607003,550390418004,76
550279607003,550279610002,76
550279607003,550279604003,63
550279607003,550279609001,60
550279607003,550279605001,60
550279607003,550390418003,60
550279607003,550279603001,59
550279607003,550279608002,58
550279607003,550279610001,57
550279607003,550279608001,57
550279607003,550279610004,57
550279607003,550279609003,52
550279607003,550279604001,51
550791706001,550791707002,88
550791706001,550791704002,76
550791706001,550791603001,74
550791706001,550791701001,59
550791706001,550791603004,58
550791706001,550791602032,58
550791706001,550791702002,53
550791706001,550791707001,52
550090103004,550099400013,246
550090103004,550090207021,236
550090103004,550090102012,124
550090103004,550090103005,110
550090103004,550090101001,107
550090103004,550090214001,104
550090103004,550090102023,78
550090103004,550090101004,74
550090103004,550090103003,61
550090103004,550090214002,57
550090103004,550090212003,51
550471001001,551379607001,70
550471001001,550471001002,68
550471001001,550471001003,54
550471001001,550471002003,50
550551002002,550551003001,118
550551002002,550551001004,103
550551002002,550279619003,79
550551002002,550551017021,65
550551002002,550279617002,53
550551002002,550551017022,52
550551002002,550279619002,52
550551002002,550551003003,51
550551002002,550551002001,51
550896201002,550896201001,104
550896201002,550896201003,102
550896201002,550896302021,91
550896201002,550896302022,85
550896201002,550896101021,82
550896201002,550896402001,81
550896201002,550896402004,80
550896201002,551170107002,78
550896201002,550896101013,74
550896201002,550896503001,71
550896201002,550896301001,67
550896201002,551170113003,65
550896201002,550896302013,65
550896201002,550896502001,63
550896201002,550896602022,61
550896201002,550896501013,58
550896201002,550896402002,57
550896201002,551170107003,55
550896201002,551314001042,55
550896201002,550896302023,53
550896201002,550090207021,53
550896201002,550896302011,52
550896201002,551170112003,52
550896201002,550896503004,51
550896201002,551170113004,50
551050005005,551050012012,82
551050005005,551050013041,69
551050005005,551050012023,60
551050005005,551050012011,53
551050005005,551050012013,53
551351009002,551351009001,139
551351009002,551351008003,118
551351009002,551351012001,96
551351009002,551351004003,90
551351009002,550870127001,84
551351009002,550870128002,75
551351009002,550870127004,73
551351009002,551351009004,64
551351009002,551351008002,64
551351009002,550870132001,62
551351009002,551351004002,61
551351009002,550870126023,59
551351009002,550870127003,59
551351009002,550870128001,58
551351009002,551351009005,55
551351009002,551351012002,54
551332040043,551332038031,114
551332040043,551332038023,62
551332040043,551332038032,57
551332040043,551332038024,54
551332040043,551332040022,51
551351008003,551351009001,77
551351008003,550870126023,73
551351008003,550150207001,61
551351008003,551390022022,60
551351008003,550979604005,57
551351008003,551351008002,57
551351008003,550870126012,56
551351008003,551390022012,52
551351008003,550979607012,51
551351008003,551351005001,51
550250014011,550250109011,238
550250014011,550250114023,203
550250014011,550250120013,183
550250014011,550250125022,170
550250014011,550250115031,164
550250014011,550250137001,144
550250014011,550250125011,129
550250014011,550250015023,121
550250014011,550250108005,115
550250014011,550250125023,114
550250014011,550250128004,113
550250014011,550250109031,112
550250014011,550250115032,109
550250014011,550250014033,109
550250014011,550250108001,105
550250014011,550250107023,104
550250014011,550250124001,102
550250014011,550250114012,94
550250014011,550250124002,93
550250014011,550250109042,92
550250014011,550250112002,92
550250014011,550250120011,90
550250014011,550250004061,89
550250014011,550250109044,88
550250014011,550250119001,87
550250014011,550250014023,87
550250014011,550250014032,85
550250014011,551050013041,83
550250014011,550250006002,83
550250014011,550250105012,82
550250014011,550459601002,81
550250014011,550250120012,81
550250014011,550250015021,80
550250014011,550250105024,80
550250014011,551050029004,80
550250014011,550250107021,78
550250014011,550250016031,75
550250014011,550250026031,75
550250014011,550250128003,75
550250014011,550250026032,74
550250014011,550250005043,73
550250014011,550250014031,73
550250014011,550250105022,71
550250014011,550250113011,70
550250014011,550250109041,69
550250014011,550250122024,68
550250014011,550250117002,68
550250014011,550250103001,67
550250014011,550250011011,67
550250014011,551050012023,67
550250014011,550250105011,66
550250014011,550250115061,66
550250014011,550250108002,66
550250014011,550250015022,65
550250014011,550250126003,65
550250014011,550250107013,65
550250014011,550250116002,65
550250014011,550250005033,64
550250014011,550459602003,64
550250014011,550250133012,63
550250014011,550250122021,63
550250014011,550250005035,62
550250014011,550250120025,62
550250014011,550250031003,62
550250014011,550250114011,62
550250014011,550250014012,61
550250014011,550250132004,61
550250014011,550250105021,61
550250014011,550250012004,61
550250014011,550250108004,61
550250014011,550250117001,61
550250014011,551050013031,59
550250014011,550250132005,59
550250014011,550250130001,58
550250014011,550250118001,58
550250014011,550250133022,57
550250014011,550250119002,57
550250014011,550250114013,56
550250014011,550250014013,56
550250014011,550250006001,55
550250014011,550250115062,55
550250014011,550250108003,55
550250014011,551050029001,53
550250014011,551110006002,53
550250014011,550250006003,52
550250014011,550551005003,52
550250014011,550250115042,51
550250014011,550250004071,51
550250014011,550250004072,50
550250014011,550250114021,50
550710105001,550090207021,87
550710105001,550710104005,84
550710105001,550099400013,69
550710105001,550710003002,69
550710105001,550710003001,64
550710105001,551170107002,58
550710105001,550710001002,52
550710105001,550710105002,51
550710105001,550710002001,50
551010011005,551010010031,59
550790034003,550790034002,64
550090207033,550090207021,196
550090207033,550099400013,169
550090207033,550090207032,164
550090207033,550090018022,130
550090207033,550090020031,99
550090207033,550090020021,94
550090207033,550090206001,84
550090207033,550090201002,81
550090207033,550090018021,81
550090207033,550619604003,75
550090207033,550090207031,63
550090207033,550090207041,61
550090207033,550831013002,58
550090207033,550090101001,57
550090207033,550090103005,57
550090207033,550090207044,54
550090207033,550090206002,53
550090207033,550090201001,52
550350003022,550350016003,142
550350003022,550350003021,115
550350003022,550350008032,102
550350003022,550350015001,95
550350003022,550350013001,81
550350003022,550170107003,79
550350003022,551211002002,74
550350003022,550350017001,74
550350003022,550350003023,71
550350003022,550350003012,67
550350003022,550350009003,64
550350003022,271630710181,62
550350003022,550170104001,61
550350003022,550339704002,57
550350003022,550339704001,57
550350003022,550350008021,56
550350003022,550350008022,54
550350003022,550350004001,54
550350003022,550170102002,52
550350003022,550350005023,51
550350003022,550350016001,50
550350003022,550170104003,50
550390411002,550390411004,136
550390411002,550390411003,131
550390411002,550390420004,108
550390411002,550390420003,78
550390411002,550390411001,70
550390411002,550390420005,67
550619602002,550619604003,71
550619602002,550619604004,50
550790061002,550790061003,57
551091210002,551091210003,151
551091210002,551091202022,131
551091210002,551091206005,113
551091210002,551091209031,102
551091210002,551091209043,99
551091210002,551091205021,95
551091210002,551091210001,90
551091210002,551091208005,85
551091210002,551091205022,79
551091210002,551091204001,75
551091210002,550939604002,75
551091210002,551091210004,74
551091210002,271630710181,72
551091210002,551091205012,69
551091210002,551091202021,65
551091210002,551091202011,63
551091210002,550939603003,61
551091210002,551091208006,59
551091210002,551091209033,54
551170105011,551170107002,72
551170105011,551170105015,70
551170105011,551170102001,66
551170105011,551170104001,63
551170105011,551170103002,57
551170105011,551170113003,53
551170105011,551170105021,53
551170105011,551170105013,52
551170105011,551170105022,51
551170105011,551170104002,51
551170105011,551170107003,50
551239605003,551239604004,57
550250009021,550250011022,138
550250009021,550250109011,125
550250009021,550250016031,117
550250009021,550250011011,108
550250009021,550250016064,85
550250009021,550250112002,83
550250009021,550250012004,76
550250009021,550250011012,72
550250009021,550250009023,61
550250009021,550250109042,58
550250009021,550250115031,57
550250009021,550250109031,56
550250009021,550250109044,54
550250009021,550250114023,54
550250009021,550250032001,53
550250009021,550250113011,52
550790162002,550790159002,52
550896503002,550896503001,91
550896503002,550896502001,87
550896503002,550896503004,85
550896503002,551314501032,71
550896503002,551314001043,68
550896503002,550896501013,67
550896503002,550896503003,64
551332037042,551332034052,164
551332037042,551332037032,117
551332037042,550551017022,105
551332037042,551332038031,100
551332037042,551332037031,97
551332037042,551332034051,93
551332037042,551332037043,89
551332037042,551332043011,85
551332037042,551332037041,83
551332037042,551332035003,83
551332037042,551332036023,81
551332037042,551332042002,81
551332037042,551332036011,79
551332037042,551332042005,75
551332037042,551332045022,74
551332037042,551332045025,72
551332037042,551332033041,69
551332037042,551332036024,69
551332037042,551332041004,68
551332037042,551332038032,68
551332037042,551332032003,64
551332037042,551332035004,61
551332037042,551332033052,60
551332037042,551332036022,60
551332037042,551332034063,59
551332037042,551332036021,58
551332037042,551332038041,57
551332037042,551332038042,57
551332037042,551332032001,57
551332037042,551332037022,57
551332037042,551332040033,56
551332037042,551332045021,56
551332037042,551332040042,54
551332037042,551332041003,51
551332037042,551332037023,50
551332037042,551332043021,50
551390017001,551390022012,140
551390017001,550150207001,108
551390017001,551390018031,94
551390017001,551390018011,94
551390017001,550099400013,90
551390017001,551390018041,88
551390017001,551390022022,80
551390017001,551390009001,79
551390017001,551390024005,76
551390017001,551390023001,74
551390017001,551390023002,74
551390017001,550870133002,73
551390017001,551390037023,71
551390017001,551390018043,69
551390017001,551390036002,69
551390017001,551390007003,67
551390017001,551390018032,67
551390017001,551390022013,65
551390017001,550150203062,64
551390017001,550390411004,64
551390017001,550870133001,63
551390017001,550870126014,62
551390017001,550870125042,62
551390017001,551390020002,62
551390017001,550870125051,62
551390017001,551390016001,62
551390017001,550150203081,62
551390017001,550870125031,60
551390017001,551351008003,60
551390017001,551390023003,59
551390017001,550870126012,58
551390017001,551390007002,58
551390017001,550870125032,57
551390017001,550390420004,56
551390017001,550870120002,55
551390017001,551390024001,53
551390017001,551390022011,50
550219709003,550219709002,109
550219709003,550250114023,96
550219709003,550219708002,76
550219709003,550250112002,74
550219709003,550219708001,67
550219709003,550250120013,66
550219709003,550250115031,62
550219709003,551110006002,62
550219709003,550250113011,61
550219709003,551110004011,60
550219709003,550630005002,59
550219709003,550250115032,58
550219709003,550250125022,56
550219709003,550250132001,55
550339704003,550919501001,56
550339704003,550919501002,53
550790004001,550790005012,114
550790004001,550790004002,71
550790004001,550790901002,54
550790059001,550790059002,56
550831012002,550831013002,51
550090006004,550090007004,57
550250122022,550250122021,110
550250122022,550250122024,92
550250122022,550250120025,69
550250122022,550250123001,63
550250122022,550250122012,52
550350016002,551211002002,66
550350016002,550350016003,52
550350016002,550119602002,51
